x,y,min_color_similarity,count,mean_group_size,mutants_count,colors_unique
1,0.01,0.30000000000000004,5747,1.0105503780552136,830,5687
1,0.01,0.30000000000000004,4519,1.0157338727804002,668,4449
1,0.01,0.30000000000000004,4,2.0,0,2
1,0.01,0.30000000000000004,244,2.515463917525773,28,97
1,0.01,0.30000000000000004,2239,1.0219078046554084,352,2191
1,0.01,0.30000000000000004,4780,1.0112121853183837,707,4727
1,0.01,0.30000000000000004,296,1.4439024390243902,46,205
1,0.01,0.30000000000000004,2793,1.021953896816685,430,2733
1,0.01,0.30000000000000004,1,1.0,0,1
1,0.01,0.30000000000000004,4,2.0,0,2
1,0.01,0.30000000000000004,726,1.056768558951965,119,687
1,0.01,0.30000000000000004,1726,1.0206978119455943,260,1691
1,0.01,0.30000000000000004,892,1.0759951749095296,121,829
1,0.01,0.30000000000000004,5334,1.0077460797279425,823,5293
1,0.01,0.30000000000000004,966,1.1867321867321867,158,814
1,0.01,0.30000000000000004,3,1.5,0,2
1,0.01,0.30000000000000004,1290,1.0530612244897959,213,1225
1,0.01,0.30000000000000004,931,1.0519774011299434,131,885
1,0.01,0.30000000000000004,1004,1.1143174250832408,155,901
1,0.01,0.30000000000000004,1502,1.0266575529733424,227,1463
1,0.01,0.30000000000000004,4106,1.0160851274437022,627,4041
1,0.01,0.30000000000000004,6,3.0,0,2
1,0.01,0.30000000000000004,3169,1.0179890780597494,458,3113
1,0.01,0.30000000000000004,2668,1.0233985423858842,396,2607
1,0.01,0.30000000000000004,1,1.0,0,1
1,0.01,0.30000000000000004,256,2.392523364485981,32,107
1,0.01,0.30000000000000004,771,1.138847858197932,128,677
1,0.01,0.30000000000000004,1537,1.0192307692307692,210,1508
1,0.01,0.30000000000000004,844,1.0656565656565657,132,792
1,0.01,0.30000000000000004,1334,1.0952380952380953,204,1218
1,0.01,0.30000000000000004,1125,1.162190082644628,162,968
1,0.01,0.30000000000000004,1108,1.0335820895522387,192,1072
1,0.01,0.30000000000000004,567,1.1987315010570825,77,473
1,0.01,0.30000000000000004,6,3.0,0,2
1,0.01,0.30000000000000004,1729,1.012888107791447,259,1707
1,0.01,0.30000000000000004,3,1.5,0,2
1,0.01,0.30000000000000004,5192,1.087102177554439,808,4776
1,0.01,0.30000000000000004,55,2.2916666666666665,7,24
1,0.01,0.30000000000000004,938,1.0732265446224256,133,874
1,0.01,0.30000000000000004,677,1.0383435582822085,105,652
1,0.01,0.30000000000000004,2335,1.0424107142857142,352,2240
1,0.01,0.30000000000000004,699,1.0464071856287425,99,668
1,0.01,0.30000000000000004,2004,1.043206663196252,286,1921
1,0.01,0.30000000000000004,301,1.0711743772241993,51,281
1,0.01,0.30000000000000004,808,1.0963364993215738,118,737
1,0.01,0.30000000000000004,865,1.0785536159600997,132,802
1,0.01,0.30000000000000004,2421,1.0851636037651278,356,2231
1,0.01,0.30000000000000004,4886,1.0155892745790895,745,4811
1,0.01,0.30000000000000004,923,1.060919540229885,148,870
1,0.01,0.30000000000000004,1155,1.032171581769437,173,1119
1,0.01,0.30000000000000004,3204,1.0123222748815166,468,3165
1,0.01,0.30000000000000004,402,1.5642023346303502,52,257
1,0.01,0.30000000000000004,94,2.6857142857142855,14,35
1,0.01,0.30000000000000004,475,1.1046511627906976,70,430
1,0.01,0.30000000000000004,22,2.75,4,8
1,0.01,0.30000000000000004,2331,1.0201312910284464,328,2285
1,0.01,0.30000000000000004,718,1.3222836095764272,101,543
1,0.01,0.30000000000000004,2777,1.0194566813509545,398,2724
1,0.01,0.30000000000000004,2684,1.029930928626247,398,2606
1,0.01,0.30000000000000004,1664,1.0177370030581039,231,1635
1,0.01,0.30000000000000004,465,1.2046632124352332,69,386
1,0.01,0.30000000000000004,4699,1.009886094992478,694,4653
1,0.01,0.30000000000000004,1433,1.0831443688586546,211,1323
1,0.01,0.30000000000000004,316,1.3221757322175731,55,239
1,0.01,0.30000000000000004,3029,1.02124072825354,438,2966
1,0.01,0.30000000000000004,4,2.0,0,2
1,0.01,0.30000000000000004,2,1.0,0,2
1,0.01,0.30000000000000004,177,1.6542056074766356,33,107
1,0.01,0.30000000000000004,1710,1.0795454545454546,246,1584
1,0.01,0.30000000000000004,2803,1.2061101549053357,432,2324
1,0.01,0.30000000000000004,2483,1.0552486187845305,369,2353
1,0.01,0.30000000000000004,3286,1.0372474747474747,490,3168
1,0.01,0.30000000000000004,1629,1.010545905707196,239,1612
1,0.01,0.30000000000000004,65,1.4130434782608696,13,46
1,0.01,0.30000000000000004,953,1.0707865168539326,138,890
1,0.01,0.30000000000000004,2499,1.0133819951338199,375,2466
1,0.01,0.30000000000000004,2230,1.0788582486695695,364,2067
1,0.01,0.30000000000000004,6204,1.0109173863451197,916,6137
1,0.01,0.30000000000000004,3537,1.0128865979381443,557,3492
1,0.01,0.30000000000000004,3,1.5,0,2
1,0.01,0.30000000000000004,1969,1.0395987328405492,278,1894
1,0.01,0.30000000000000004,73,3.4761904761904763,7,21
1,0.01,0.30000000000000004,4,2.0,0,2
1,0.01,0.30000000000000004,883,1.0742092457420924,140,822
1,0.01,0.30000000000000004,4456,1.0097439383639248,648,4413
1,0.01,0.30000000000000004,2571,1.01500197394394,395,2533
1,0.01,0.30000000000000004,1058,1.223121387283237,138,865
1,0.01,0.30000000000000004,2423,1.0223628691983122,366,2370
1,0.01,0.30000000000000004,130,1.4285714285714286,20,91
1,0.01,0.30000000000000004,2243,1.033164440350069,309,2171
1,0.01,0.30000000000000004,216,1.5319148936170213,38,141
1,0.01,0.30000000000000004,3826,1.0102983892263004,594,3787
1,0.01,0.30000000000000004,447,1.3383233532934131,71,334
1,0.01,0.30000000000000004,481,1.6360544217687074,75,294
1,0.01,0.30000000000000004,623,1.0778546712802768,74,578
1,0.01,0.30000000000000004,1247,1.2142161635832522,197,1027
1,0.01,0.30000000000000004,11,3.6666666666666665,1,3
1,0.01,0.30000000000000004,854,1.1861111111111111,136,720
1,0.01,0.30000000000000004,1683,1.0395305744286596,273,1619
1,0.01,0.30000000000000004,2264,1.0161579892280073,376,2228
1,0.01,0.30000000000000004,673,1.1179401993355482,103,602
1,0.01,0.30000000000000004,140,1.238938053097345,20,113
1,0.01,0.30000000000000004,919,1.0502857142857143,134,875
1,0.01,0.30000000000000004,474,1.0972222222222223,69,432
1,0.01,0.30000000000000004,4,2.0,0,2
1,0.01,0.30000000000000004,4612,1.0172033524481694,668,4534
1,0.01,0.30000000000000004,106,2.5238095238095237,16,42
1,0.01,0.30000000000000004,4429,1.0981899330523184,697,4033
1,0.01,0.30000000000000004,643,1.1996268656716418,79,536
1,0.01,0.30000000000000004,567,1.3863080684596576,89,409
1,0.01,0.30000000000000004,150,3.0,24,50
1,0.01,0.30000000000000004,276,1.1219512195121952,37,246
1,0.01,0.30000000000000004,188,1.2287581699346406,32,153
1,0.01,0.30000000000000004,1526,1.6303418803418803,215,936
1,0.01,0.30000000000000004,1062,1.023121387283237,177,1038
1,0.01,0.30000000000000004,1705,1.2509170946441672,244,1363
1,0.01,0.30000000000000004,2855,1.0174625801853172,434,2806
1,0.01,0.30000000000000004,1019,1.3302872062663185,152,766
1,0.01,0.30000000000000004,1465,1.1312741312741312,228,1295
1,0.01,0.30000000000000004,4401,1.019930475086906,637,4315
1,0.01,0.30000000000000004,655,1.1759425493716338,97,557
1,0.01,0.30000000000000004,2628,1.0088291746641074,416,2605
1,0.01,0.30000000000000004,1220,1.0863757791629565,171,1123
1,0.01,0.30000000000000004,34,1.2592592592592593,8,27
1,0.01,0.30000000000000004,573,1.07909604519774,75,531
1,0.01,0.30000000000000004,217,1.24,28,175
1,0.01,0.30000000000000004,1909,1.0132696390658174,291,1884
1,0.01,0.30000000000000004,539,1.0631163708086786,80,507
1,0.01,0.30000000000000004,306,1.125,47,272
1,0.01,0.30000000000000004,2326,1.0961357210179077,349,2122
1,0.01,0.30000000000000004,4485,1.0117302052785924,691,4433
1,0.01,0.30000000000000004,6410,1.0132785330382548,935,6326
1,0.01,0.30000000000000004,3380,1.0119760479041917,524,3340
1,0.01,0.30000000000000004,465,1.1712846347607053,68,397
1,0.01,0.30000000000000004,1541,1.0246010638297873,240,1504
1,0.01,0.30000000000000004,1,1.0,0,1
1,0.01,0.30000000000000004,3658,1.1155840195181457,513,3279
1,0.01,0.30000000000000004,0,,0,0
1,0.01,0.30000000000000004,706,1.2473498233215548,108,566
1,0.01,0.30000000000000004,881,1.1531413612565444,133,764
1,0.01,0.30000000000000004,674,1.1013071895424837,98,612
1,0.01,0.30000000000000004,3207,1.2650887573964498,488,2535
1,0.01,0.30000000000000004,7051,1.0120568393856753,1030,6967
1,0.01,0.30000000000000004,4785,1.03258523953388,714,4634
1,0.01,0.30000000000000004,871,1.0806451612903225,139,806
1,0.01,0.30000000000000004,173,1.138157894736842,29,152
1,0.01,0.30000000000000004,3999,1.0113808801213962,569,3954
1,0.01,0.30000000000000004,1284,1.026378896882494,185,1251
1,0.01,0.30000000000000004,66,2.0,12,33
1,0.01,0.30000000000000004,416,1.3206349206349206,69,315
1,0.01,0.30000000000000004,2,1.0,0,2
1,0.01,0.30000000000000004,410,1.132596685082873,43,362
1,0.01,0.30000000000000004,157,1.4144144144144144,21,111
1,0.01,0.30000000000000004,1010,1.035897435897436,124,975
1,0.01,0.30000000000000004,2637,1.013840830449827,400,2601
1,0.01,0.30000000000000004,550,1.0978043912175648,84,501
1,0.01,0.30000000000000004,6498,1.0094764641913936,934,6437
1,0.01,0.30000000000000004,6,3.0,0,2
1,0.01,0.30000000000000004,1098,1.0213953488372094,160,1075
1,0.01,0.30000000000000004,4198,1.0125422093584178,595,4146
1,0.01,0.30000000000000004,58,1.3488372093023255,10,43
1,0.01,0.30000000000000004,6,3.0,0,2
1,0.01,0.30000000000000004,3863,1.0112565445026178,535,3820
1,0.01,0.30000000000000004,1382,1.0704879938032532,222,1291
1,0.01,0.30000000000000004,3836,1.0100052659294365,536,3798
1,0.01,0.30000000000000004,431,1.1108247422680413,69,388
1,0.01,0.30000000000000004,772,1.0418353576248314,111,741
1,0.01,0.30000000000000004,939,1.074370709382151,138,874
1,0.01,0.30000000000000004,2152,1.0341182123978856,307,2081
1,0.01,0.30000000000000004,1424,1.1055900621118013,226,1288
1,0.01,0.30000000000000004,1087,1.1137295081967213,164,976
1,0.01,0.30000000000000004,4314,1.0098314606741574,653,4272
1,0.01,0.30000000000000004,7475,1.010135135135135,1199,7400
1,0.01,0.30000000000000004,3202,1.0161853379879404,499,3151
1,0.01,0.30000000000000004,834,1.0451127819548873,127,798
1,0.01,0.30000000000000004,3905,1.0108723789800673,568,3863
1,0.01,0.30000000000000004,1810,1.060339777387229,283,1707
1,0.01,0.30000000000000004,3804,1.0111642743221692,601,3762
1,0.01,0.30000000000000004,1048,1.0274509803921568,170,1020
1,0.01,0.30000000000000004,6,3.0,0,2
1,0.01,0.30000000000000004,2,1.0,0,2
1,0.01,0.30000000000000004,14536,1.0130322670569378,2186,14349
1,0.01,0.30000000000000004,3,1.5,1,2
1,0.01,0.30000000000000004,208,1.3506493506493507,42,154
1,0.01,0.30000000000000004,2705,1.0296916634944804,419,2627
1,0.01,0.30000000000000004,2973,1.0146757679180887,420,2930
1,0.01,0.30000000000000004,188,1.5666666666666667,23,120
1,0.01,0.30000000000000004,2518,1.025244299674267,405,2456
1,0.01,0.30000000000000004,3,3.0,0,1
1,0.01,0.30000000000000004,6287,1.0130518852723172,971,6206
1,0.01,0.30000000000000004,748,1.0564971751412429,108,708
1,0.01,0.30000000000000004,1070,1.0862944162436547,170,985
1,0.01,0.30000000000000004,6,3.0,0,2
1,0.01,0.30000000000000004,1010,1.0564853556485356,156,956
1,0.01,0.30000000000000004,3,1.5,0,2
1,0.01,0.30000000000000004,51,4.25,4,12
1,0.01,0.30000000000000004,1936,1.0773511407902059,270,1797
1,0.01,0.30000000000000004,722,1.0873493975903614,108,664
1,0.01,0.30000000000000004,6994,1.0217677136596055,1086,6845
1,0.01,0.30000000000000004,183,1.150943396226415,20,159
1,0.01,0.30000000000000004,6,3.0,0,2
1,0.01,0.30000000000000004,530,1.0950413223140496,88,484
1,0.01,0.30000000000000004,1405,1.0733384262796029,206,1309
1,0.01,0.30000000000000004,242,1.2039800995024876,38,201
1,0.01,0.30000000000000004,604,1.0596491228070175,78,570
1,0.01,0.30000000000000004,6534,1.011142061281337,1005,6462
1,0.01,0.30000000000000004,1001,1.0763440860215054,130,930
1,0.01,0.30000000000000004,242,2.4693877551020407,33,98
1,0.01,0.30000000000000004,3,1.5,0,2
1,0.01,0.30000000000000004,907,1.038946162657503,152,873
1,0.01,0.30000000000000004,140,2.0588235294117645,23,68
1,0.01,0.30000000000000004,3,3.0,0,1
1,0.01,0.30000000000000004,4478,1.0119774011299436,706,4425
1,0.01,0.30000000000000004,1439,1.078710644677661,219,1334
1,0.01,0.30000000000000004,364,1.0459770114942528,49,348
1,0.01,0.30000000000000004,1048,1.0715746421267893,167,978
1,0.01,0.30000000000000004,3,1.5,0,2
1,0.01,0.30000000000000004,456,1.3944954128440368,66,327
1,0.01,0.30000000000000004,1806,1.0373348650201033,264,1741
1,0.01,0.30000000000000004,1139,1.0526802218114601,166,1082
1,0.01,0.30000000000000004,3640,1.018181818181818,571,3575
1,0.01,0.30000000000000004,4,2.0,0,2
1,0.01,0.30000000000000004,2,1.0,0,2
1,0.01,0.30000000000000004,3770,1.0134408602150538,576,3720
1,0.01,0.30000000000000004,329,1.0578778135048232,48,311
1,0.01,0.30000000000000004,687,1.5866050808314087,97,433
1,0.01,0.30000000000000004,1392,1.025792188651437,226,1357
1,0.01,0.30000000000000004,288,1.125,40,256
1,0.01,0.30000000000000004,3,3.0,0,1
1,0.01,0.30000000000000004,3767,1.0331870543060888,542,3646
1,0.01,0.30000000000000004,1425,1.0409057706355003,247,1369
1,0.01,0.30000000000000004,712,1.0739064856711915,102,663
1,0.01,0.30000000000000004,1112,1.0353817504655494,165,1074
1,0.01,0.30000000000000004,634,1.1083916083916083,81,572
1,0.01,0.30000000000000004,2559,1.034357316087308,394,2474
1,0.01,0.30000000000000004,3969,1.0076161462300077,616,3939
1,0.01,0.30000000000000004,1867,1.0207763805358119,276,1829
1,0.01,0.30000000000000004,2879,1.034867002156722,424,2782
1,0.01,0.30000000000000004,222,2.5517241379310347,36,87
1,0.01,0.30000000000000004,4,2.0,0,2
1,0.01,0.30000000000000004,1028,1.3473132372214942,160,763
1,0.01,0.30000000000000004,1293,1.2801980198019802,191,1010
1,0.01,0.30000000000000004,1643,1.0866402116402116,259,1512
1,0.01,0.30000000000000004,2950,1.0498220640569396,440,2810
1,0.01,0.30000000000000004,241,1.3850574712643677,29,174
1,0.01,0.30000000000000004,1479,1.0256588072122053,232,1442
1,0.01,0.30000000000000004,222,1.3875,25,160
1,0.01,0.30000000000000004,6761,1.0140992950352483,1000,6667
1,0.01,0.30000000000000004,2302,1.03090013434841,344,2233
1,0.01,0.30000000000000004,1146,1.1301775147928994,168,1014
1,0.01,0.30000000000000004,1485,1.0164271047227926,252,1461
1,0.01,0.30000000000000004,4,2.0,0,2
1,0.01,0.30000000000000004,2465,1.0625,398,2320
1,0.01,0.30000000000000004,3734,1.0141227593699076,560,3682
1,0.01,0.30000000000000004,2857,1.0145596590909092,418,2816
1,0.01,0.30000000000000004,155,1.9871794871794872,19,78
1,0.01,0.30000000000000004,517,1.1166306695464363,81,463
1,0.01,0.30000000000000004,58,1.1372549019607843,17,51
1,0.01,0.30000000000000004,725,1.2923351158645275,102,561
1,0.01,0.30000000000000004,2482,1.0130612244897959,361,2450
1,0.01,0.30000000000000004,1243,1.0780572419774501,184,1153
1,0.01,0.30000000000000004,1237,1.0334168755221387,172,1197
1,0.01,0.30000000000000004,1720,1.3354037267080745,254,1288
1,0.01,0.30000000000000004,1254,1.0441298917568693,168,1201
1,0.01,0.30000000000000004,106,1.2183908045977012,12,87
1,0.01,0.30000000000000004,522,1.7171052631578947,69,304
1,0.01,0.30000000000000004,545,1.101010101010101,74,495
1,0.01,0.30000000000000004,1581,1.2916666666666667,229,1224
1,0.01,0.30000000000000004,2280,1.021505376344086,353,2232
1,0.01,0.30000000000000004,274,1.621301775147929,34,169
1,0.01,0.30000000000000004,3,1.5,0,2
1,0.01,0.30000000000000004,15,2.5,3,6
1,0.01,0.30000000000000004,3518,1.0138328530259366,525,3470
1,0.01,0.30000000000000004,1671,1.0677316293929713,260,1565
1,0.01,0.30000000000000004,3067,1.0216522318454364,466,3002
1,0.01,0.30000000000000004,1350,1.1065573770491803,195,1220
1,0.01,0.30000000000000004,1087,1.0461982675649664,185,1039
1,0.01,0.30000000000000004,3,1.5,0,2
1,0.01,0.30000000000000004,174,1.2517985611510791,26,139
1,0.01,0.30000000000000004,2000,1.0131712259371835,287,1974
1,0.01,0.30000000000000004,759,1.0675105485232068,108,711
1,0.01,0.30000000000000004,1499,1.0776419841840403,225,1391
1,0.01,0.30000000000000004,2044,1.0634755463059313,340,1922
1,0.01,0.30000000000000004,5194,1.022038567493113,789,5082
1,0.01,0.30000000000000004,3789,1.0095923261390887,582,3753
1,0.01,0.30000000000000004,481,1.314207650273224,65,366
1,0.01,0.30000000000000004,1382,1.1127214170692432,219,1242
1,0.01,0.30000000000000004,1032,1.0445344129554657,150,988
1,0.01,0.30000000000000004,564,1.0846153846153845,68,520
1,0.01,0.30000000000000004,591,1.0610412926391382,94,557
1,0.01,0.30000000000000004,2513,1.047956630525438,353,2398
1,0.01,0.30000000000000004,3489,1.0145391102064554,493,3439
1,0.01,0.30000000000000004,1742,1.0654434250764526,255,1635
1,0.01,0.30000000000000004,2593,1.0164641317130536,418,2551
1,0.01,0.30000000000000004,3,1.5,0,2
1,0.01,0.30000000000000004,4358,1.011371547922952,664,4309
1,0.01,0.30000000000000004,883,1.2298050139275767,153,718
1,0.01,0.30000000000000004,2209,1.0212667591308369,355,2163
1,0.01,0.30000000000000004,539,1.3407960199004976,74,402
1,0.01,0.30000000000000004,41,2.05,3,20
1,0.01,0.30000000000000004,1619,1.0411575562700965,250,1555
1,0.01,0.30000000000000004,1400,1.0385756676557865,230,1348
1,0.01,0.30000000000000004,1494,1.077922077922078,228,1386
1,0.01,0.30000000000000004,2182,1.0172494172494173,319,2145
1,0.01,0.30000000000000004,2281,1.0668849391955098,328,2138
1,0.01,0.30000000000000004,3364,1.0309531106343854,514,3263
1,0.01,0.30000000000000004,1248,1.038269550748752,182,1202
1,0.01,0.30000000000000004,5,2.5,0,2
1,0.01,0.30000000000000004,801,1.141025641025641,110,702
1,0.01,0.30000000000000004,798,1.051383399209486,128,759
1,0.01,0.30000000000000004,3856,1.0430078441979984,561,3697
1,0.01,0.30000000000000004,2152,1.05078125,308,2048
1,0.01,0.30000000000000004,3107,1.0370493991989318,450,2996
1,0.01,0.30000000000000004,542,1.1244813278008299,90,482
1,0.01,0.30000000000000004,2,2.0,0,1
1,0.01,0.30000000000000004,1311,1.114795918367347,196,1176
1,0.01,0.30000000000000004,52,4.7272727272727275,3,11
1,0.01,0.30000000000000004,606,1.0840787119856887,82,559
1,0.01,0.30000000000000004,4,2.0,0,2
1,0.01,0.30000000000000004,1346,1.0243531202435312,213,1314
1,0.01,0.30000000000000004,2488,1.019672131147541,367,2440
1,0.01,0.30000000000000004,1569,1.298841059602649,225,1208
1,0.01,0.30000000000000004,656,1.1252144082332762,108,583
1,0.01,0.30000000000000004,1657,1.0178132678132679,252,1628
1,0.01,0.30000000000000004,3009,1.013131313131313,426,2970
1,0.01,0.30000000000000004,3004,1.010427177934746,438,2973
1,0.01,0.30000000000000004,461,1.4775641025641026,82,312
1,0.01,0.30000000000000004,6291,1.0088197562540089,896,6236
1,0.01,0.30000000000000004,4,2.0,0,2
1,0.01,0.30000000000000004,220,1.4864864864864864,36,148
1,0.01,0.30000000000000004,1430,1.0561299852289512,222,1354
1,0.01,0.30000000000000004,828,1.7730192719486082,112,467
1,0.01,0.30000000000000004,575,1.1078998073217727,94,519
1,0.01,0.30000000000000004,1017,1.03248730964467,165,985
1,0.01,0.30000000000000004,1116,1.0648854961832062,160,1048
1,0.01,0.30000000000000004,7618,1.0098091198303287,1186,7544
1,0.01,0.30000000000000004,1077,1.1719260065288357,170,919
1,0.01,0.30000000000000004,2629,1.0185974428516078,432,2581
1,0.01,0.30000000000000004,565,1.1945031712473573,92,473
1,0.01,0.30000000000000004,1650,1.0306058713304185,231,1601
1,0.01,0.30000000000000004,1034,1.0561797752808988,156,979
1,0.01,0.30000000000000004,1694,1.0914948453608246,237,1552
1,0.01,0.30000000000000004,6187,1.0107825518706093,901,6121
1,0.01,0.30000000000000004,1888,1.0751708428246014,270,1756
1,0.01,0.30000000000000004,3183,1.0098350253807107,478,3152
1,0.01,0.30000000000000004,2040,1.018981018981019,284,2002
1,0.01,0.30000000000000004,2755,1.016230173367761,397,2711
1,0.01,0.30000000000000004,1007,1.2416769420468556,152,811
1,0.01,0.30000000000000004,2,1.0,0,2
1,0.01,0.30000000000000004,369,1.2058823529411764,57,306
1,0.01,0.30000000000000004,1957,1.1050254093732355,264,1771
1,0.01,0.30000000000000004,1891,1.0617630544637844,273,1781
1,0.01,0.30000000000000004,5181,1.015683199372672,792,5101
1,0.01,0.30000000000000004,72,1.6744186046511629,10,43
1,0.01,0.30000000000000004,579,1.0565693430656935,88,548
1,0.01,0.30000000000000004,3152,1.0089628681177978,494,3124
1,0.01,0.30000000000000004,3315,1.015625,522,3264
1,0.01,0.30000000000000004,3169,1.0157051282051281,460,3120
1,0.01,0.30000000000000004,1509,1.0272294077603812,201,1469
1,0.01,0.30000000000000004,3537,1.0166714573153206,570,3479
1,0.01,0.30000000000000004,1848,1.0193050193050193,276,1813
1,0.01,0.30000000000000004,6,3.0,0,2
1,0.01,0.30000000000000004,1361,1.0810166799046863,195,1259
1,0.01,0.30000000000000004,1166,1.0355239786856127,171,1126
1,0.01,0.30000000000000004,1275,1.1528028933092225,178,1106
1,0.01,0.30000000000000004,1400,1.0204081632653061,201,1372
1,0.01,0.30000000000000004,1838,1.0419501133786848,291,1764
1,0.01,0.30000000000000004,3579,1.0199487033342833,526,3509
1,0.01,0.30000000000000004,103,1.9433962264150944,12,53
1,0.01,0.30000000000000004,857,1.141145139813582,115,751
1,0.01,0.30000000000000004,1670,1.0232843137254901,242,1632
1,0.01,0.30000000000000004,1526,1.0221031480241125,222,1493
1,0.01,0.30000000000000004,2041,1.0154228855721392,323,2010
1,0.01,0.30000000000000004,3692,1.0187637969094923,560,3624
1,0.01,0.30000000000000004,952,1.2050632911392405,146,790
1,0.01,0.30000000000000004,698,1.0656488549618321,108,655
1,0.01,0.30000000000000004,3034,1.0246538331644715,463,2961
1,0.01,0.30000000000000004,1804,1.025,267,1760
1,0.01,0.30000000000000004,5408,1.0159684388502723,772,5323
1,0.01,0.30000000000000004,2937,1.0699453551912568,466,2745
1,0.01,0.30000000000000004,1162,1.0660550458715596,181,1090
1,0.01,0.30000000000000004,915,1.0651920838183935,147,859
1,0.01,0.30000000000000004,868,1.049576783555018,144,827
1,0.01,0.30000000000000004,1726,1.1340341655716164,246,1522
1,0.01,0.30000000000000004,3620,1.0191441441441442,562,3552
1,0.01,0.30000000000000004,1921,1.021808510638298,282,1880
1,0.01,0.30000000000000004,4,2.0,0,2
1,0.01,0.30000000000000004,2858,1.0138346931536006,449,2819
1,0.01,0.30000000000000004,144,2.618181818181818,20,55
1,0.01,0.30000000000000004,756,1.0341997264021887,112,731
1,0.01,0.30000000000000004,360,1.0909090909090908,53,330
1,0.01,0.30000000000000004,299,1.1725490196078432,44,255
1,0.01,0.30000000000000004,358,1.0948012232415902,69,327
1,0.01,0.30000000000000004,3492,1.0177790731565142,514,3431
1,0.01,0.30000000000000004,266,1.3233830845771144,48,201
1,0.01,0.30000000000000004,2,1.0,0,2
1,0.01,0.30000000000000004,463,1.1403940886699508,57,406
1,0.01,0.30000000000000004,1052,1.031372549019608,156,1020
1,0.01,0.30000000000000004,527,1.155701754385965,86,456
1,0.01,0.30000000000000004,156,1.1729323308270676,20,133
1,0.01,0.30000000000000004,3839,1.012127603480095,602,3793
1,0.01,0.30000000000000004,183,1.564102564102564,27,117
1,0.01,0.30000000000000004,227,1.6940298507462686,31,134
1,0.01,0.30000000000000004,1502,1.0252559726962458,211,1465
1,0.01,0.30000000000000004,2777,1.0160995243322357,422,2733
1,0.01,0.30000000000000004,5718,1.0091775503000353,871,5666
1,0.01,0.30000000000000004,494,1.0378151260504203,79,476
1,0.01,0.30000000000000004,5,2.5,0,2
1,0.01,0.30000000000000004,511,1.4,77,365
1,0.01,0.30000000000000004,644,1.0915254237288134,92,590
1,0.01,0.30000000000000004,580,1.6246498599439776,87,357
1,0.01,0.30000000000000004,2312,1.0270990670812972,355,2251
1,0.01,0.30000000000000004,3579,1.015031196823596,515,3526
1,0.01,0.30000000000000004,5592,1.011028747062014,841,5531
1,0.01,0.30000000000000004,2814,1.021044992743106,403,2756
1,0.01,0.30000000000000004,4,2.0,0,2
1,0.01,0.30000000000000004,899,1.0417149478563152,131,863
1,0.01,0.30000000000000004,455,1.404320987654321,72,324
1,0.01,0.30000000000000004,4299,1.014632995043663,618,4237
1,0.01,0.30000000000000004,4411,1.0205923183711245,648,4322
1,0.01,0.30000000000000004,2279,1.0363801728058208,355,2199
1,0.01,0.30000000000000004,2390,1.064587973273942,362,2245
1,0.01,0.30000000000000004,1759,1.0232693426410704,278,1719
1,0.01,0.30000000000000004,450,1.0817307692307692,68,416
1,0.01,0.30000000000000004,792,1.1909774436090226,98,665
1,0.01,0.30000000000000004,2301,1.0109841827768014,343,2276
1,0.01,0.30000000000000004,2940,1.0629067245119306,438,2766
1,0.01,0.30000000000000004,5233,1.015722049689441,789,5152
1,0.01,0.30000000000000004,287,1.3666666666666667,40,210
1,0.01,0.30000000000000004,3142,1.015513897866839,494,3094
1,0.01,0.30000000000000004,568,1.0518518518518518,81,540
1,0.01,0.30000000000000004,1869,1.1225225225225226,308,1665
1,0.01,0.30000000000000004,3234,1.0302644154189233,469,3139
1,0.01,0.30000000000000004,3,3.0,0,1
1,0.01,0.30000000000000004,241,1.5253164556962024,36,158
1,0.01,0.30000000000000004,1520,1.0242587601078168,243,1484
1,0.01,0.30000000000000004,1269,1.0291970802919708,203,1233
1,0.01,0.30000000000000004,3511,1.0233168172544447,550,3431
1,0.01,0.30000000000000004,1411,1.026181818181818,230,1375
1,0.01,0.30000000000000004,396,1.11864406779661,41,354
1,0.01,0.30000000000000004,311,1.1870229007633588,46,262
1,0.01,0.30000000000000004,167,1.237037037037037,28,135
1,0.01,0.30000000000000004,1419,1.0669172932330826,204,1330
1,0.01,0.30000000000000004,380,1.1764705882352942,55,323
1,0.01,0.30000000000000004,2460,1.0182119205298013,389,2416
1,0.01,0.30000000000000004,5,2.5,0,2
1,0.01,0.30000000000000004,542,1.1152263374485596,75,486
1,0.01,0.30000000000000004,1103,1.030841121495327,173,1070
1,0.01,0.30000000000000004,2183,1.0638401559454191,326,2052
1,0.01,0.30000000000000004,3281,1.0129669651126891,498,3239
1,0.01,0.30000000000000004,1835,1.0280112044817926,259,1785
1,0.01,0.30000000000000004,3,3.0,0,1
1,0.01,0.30000000000000004,1257,1.0706984667802386,183,1174
1,0.01,0.30000000000000004,250,1.050420168067227,38,238
1,0.01,0.30000000000000004,855,1.5545454545454545,114,550
1,0.01,0.30000000000000004,2851,1.0160370634354954,400,2806
1,0.01,0.30000000000000004,802,1.0707610146862483,120,749
1,0.01,0.30000000000000004,951,1.1843088418430885,138,803
1,0.01,0.30000000000000004,306,1.176923076923077,46,260
1,0.01,0.30000000000000004,2164,1.041385948026949,311,2078
1,0.01,0.30000000000000004,2571,1.0267571884984026,369,2504
1,0.01,0.30000000000000004,2694,1.02316748955564,392,2633
