x,y,min_color_similarity,count,mean_group_size,mutants_count,colors_unique
1,0.01,0.0,9332,1.0114892694558855,1450,9226
1,0.01,0.0,3584,1.0118577075098814,541,3542
1,0.01,0.0,2622,1.0238188207731356,385,2561
1,0.01,0.0,7776,1.013291634089132,1169,7674
1,0.01,0.0,9284,1.0118801089918257,1353,9175
1,0.01,0.0,6949,1.0135647607934655,1015,6856
1,0.01,0.0,4185,1.0145454545454546,620,4125
1,0.01,0.0,8983,1.0133107727016357,1348,8865
1,0.01,0.0,5784,1.0120734908136484,872,5715
1,0.01,0.0,7769,1.0133037694013303,1133,7667
1,0.01,0.0,7002,1.0098067493510239,1087,6934
1,0.01,0.0,12182,1.0155898290954564,1761,11995
1,0.01,0.0,5537,1.011324200913242,822,5475
1,0.01,0.0,7761,1.0133176654915785,1154,7659
1,0.01,0.0,5400,1.011425360554411,793,5339
1,0.01,0.0,4809,1.010718789407314,750,4758
1,0.01,0.0,7440,1.0118319053447573,1100,7353
1,0.01,0.0,7191,1.0171145685997172,1087,7070
1,0.01,0.0,10556,1.0128574170024947,1568,10422
1,0.01,0.0,5078,1.0113523202549293,746,5021
1,0.01,0.0,2892,1.022992571630704,419,2827
1,0.01,0.0,5527,1.0104204753199268,841,5470
1,0.01,0.0,3119,1.0152994791666667,461,3072
1,0.01,0.0,12332,1.0140613436395034,1838,12161
1,0.01,0.0,6154,1.0113393590797042,965,6085
1,0.01,0.0,752,1.0401106500691564,125,723
1,0.01,0.0,5942,1.0133015006821282,924,5864
1,0.01,0.0,5242,1.0135344160866202,805,5172
1,0.01,0.0,6708,1.0197628458498025,998,6578
1,0.01,0.0,4822,1.0160134850400337,743,4746
1,0.01,0.0,5799,1.0093994778067885,864,5745
1,0.01,0.0,9368,1.0116630669546436,1403,9260
1,0.01,0.0,1995,1.020460358056266,308,1955
1,0.01,0.0,5601,1.0130222463374932,819,5529
1,0.01,0.0,3428,1.0193279809693725,487,3363
1,0.01,0.0,15810,1.0179640718562875,2342,15531
1,0.01,0.0,6281,1.0093202635384864,989,6223
1,0.01,0.0,3846,1.0204298222340142,548,3769
1,0.01,0.0,7103,1.0115351751637711,1058,7022
1,0.01,0.0,3815,1.0140882509303561,542,3762
1,0.01,0.0,3063,1.020319786808794,493,3002
1,0.01,0.0,6780,1.010884150887133,984,6707
1,0.01,0.0,2335,1.03045013239188,357,2266
1,0.01,0.0,4914,1.0104873534855028,752,4863
1,0.01,0.0,4289,1.0129900803023146,640,4234
1,0.01,0.0,6903,1.0093580932884925,1081,6839
1,0.01,0.0,7577,1.009593604263824,1161,7505
1,0.01,0.0,7522,1.0115653577192039,1099,7436
1,0.01,0.0,2224,1.0159890360895385,368,2189
1,0.01,0.0,7114,1.0077914718798697,1076,7059
1,0.01,0.0,2582,1.0307385229540917,381,2505
1,0.01,0.0,7671,1.0114715189873418,1121,7584
1,0.01,0.0,6942,1.0106274566894744,1025,6869
1,0.01,0.0,6931,1.0122681466335621,1061,6847
1,0.01,0.0,7169,1.014002828854314,1094,7070
1,0.01,0.0,7253,1.0125645679184698,1108,7163
1,0.01,0.0,5538,1.0124314442413163,791,5470
1,0.01,0.0,8866,1.009910012529901,1374,8779
1,0.01,0.0,9329,1.012151459260063,1430,9217
1,0.01,0.0,3219,1.0135390428211586,475,3176
1,0.01,0.0,5616,1.011163125675189,848,5554
1,0.01,0.0,9372,1.0135178976965502,1388,9247
1,0.01,0.0,2130,1.0109159943046986,330,2107
1,0.01,0.0,4963,1.0151360196359174,758,4889
1,0.01,0.0,5924,1.0112666439057698,873,5858
1,0.01,0.0,6136,1.013210039630119,944,6056
1,0.01,0.0,8568,1.0143246122883864,1279,8447
1,0.01,0.0,13061,1.0171326220699322,1927,12841
1,0.01,0.0,4882,1.0147578466015381,724,4811
1,0.01,0.0,3706,1.00843537414966,597,3675
1,0.01,0.0,12240,1.0111524163568772,1820,12105
1,0.01,0.0,10363,1.0112217017954723,1549,10248
1,0.01,0.0,11186,1.0132246376811593,1665,11040
1,0.01,0.0,7200,1.0126582278481013,1028,7110
1,0.01,0.0,2790,1.0306612486147027,402,2707
1,0.01,0.0,9016,1.0137171126602205,1317,8894
1,0.01,0.0,3396,1.0116175156389633,503,3357
1,0.01,0.0,2491,1.0109577922077921,361,2464
1,0.01,0.0,6777,1.0130044843049328,1028,6690
1,0.01,0.0,7804,1.0117982626734086,1142,7713
1,0.01,0.0,5448,1.0137700037216226,802,5374
1,0.01,0.0,4035,1.0095071303477607,575,3997
1,0.01,0.0,4082,1.0103960396039604,630,4040
1,0.01,0.0,3688,1.0123524567664013,529,3643
1,0.01,0.0,4591,1.011679153812252,707,4538
1,0.01,0.0,4510,1.0109840842860345,693,4461
1,0.01,0.0,9083,1.0112447116455132,1346,8982
1,0.01,0.0,5252,1.0135082979544578,830,5182
1,0.01,0.0,617,1.033500837520938,89,597
1,0.01,0.0,3872,1.013612565445026,582,3820
1,0.01,0.0,5833,1.01004329004329,865,5775
1,0.01,0.0,2470,1.0139573070607553,384,2436
1,0.01,0.0,5992,1.012846517917512,917,5916
1,0.01,0.0,6726,1.0105168269230769,971,6656
1,0.01,0.0,6204,1.0148863078684771,986,6113
1,0.01,0.0,4772,1.0084530853761624,660,4732
1,0.01,0.0,9364,1.0157283870267926,1414,9219
1,0.01,0.0,7329,1.0090871540685666,1068,7263
1,0.01,0.0,7952,1.011447468837446,1198,7862
1,0.01,0.0,2760,1.0139603232916974,407,2722
1,0.01,0.0,3662,1.010485651214128,550,3624
1,0.01,0.0,6099,1.0102700016564519,922,6037
1,0.01,0.0,11078,1.01484060095273,1648,10916
1,0.01,0.0,6323,1.013788680455347,915,6237
1,0.01,0.0,4480,1.0106023009248817,658,4433
1,0.01,0.0,1769,1.0114351057747284,252,1749
1,0.01,0.0,3739,1.0064602960969045,613,3715
1,0.01,0.0,4129,1.011266225814352,581,4083
1,0.01,0.0,7580,1.0124215306531321,1114,7487
1,0.01,0.0,4900,1.0098928276999175,751,4852
1,0.01,0.0,11639,1.0117350486787204,1705,11504
1,0.01,0.0,10531,1.0120123005958102,1501,10406
1,0.01,0.0,3130,1.0188802083333333,471,3072
1,0.01,0.0,8412,1.0111792282726288,1241,8319
1,0.01,0.0,8509,1.013338096939383,1240,8397
1,0.01,0.0,5242,1.0127511591962906,757,5176
1,0.01,0.0,7934,1.012506380806534,1229,7836
1,0.01,0.0,11209,1.0158600688780135,1698,11034
1,0.01,0.0,3800,1.0154997327632282,579,3742
1,0.01,0.0,3172,1.0095480585614258,472,3142
1,0.01,0.0,9268,1.0155599386368617,1423,9126
1,0.01,0.0,5497,1.007699358386801,819,5455
1,0.01,0.0,5481,1.0120014771048744,820,5416
1,0.01,0.0,7354,1.011554332874828,1112,7270
1,0.01,0.0,6299,1.0105888015401894,977,6233
1,0.01,0.0,8838,1.0107502287282708,1357,8744
1,0.01,0.0,10115,1.0131209935897436,1427,9984
1,0.01,0.0,5094,1.0103133677112257,763,5042
1,0.01,0.0,1331,1.0270061728395061,192,1296
1,0.01,0.0,8570,1.0116869318852555,1291,8471
1,0.01,0.0,5698,1.0102836879432624,875,5640
1,0.01,0.0,2663,1.0129326740205402,439,2629
1,0.01,0.0,2364,1.0207253886010363,359,2316
1,0.01,0.0,4319,1.013136288998358,670,4263
1,0.01,0.0,8105,1.0143929912390488,1231,7990
1,0.01,0.0,3606,1.0100840336134453,565,3570
1,0.01,0.0,4955,1.013914466953141,750,4887
1,0.01,0.0,6013,1.0134839035900893,909,5933
1,0.01,0.0,1788,1.0159090909090909,255,1760
1,0.01,0.0,3802,1.0060862662079915,592,3779
1,0.01,0.0,3364,1.0252971654983236,493,3281
1,0.01,0.0,4086,1.0138957816377172,622,4030
1,0.01,0.0,4795,1.0139564389934448,690,4729
1,0.01,0.0,3159,1.0099104859335037,505,3128
1,0.01,0.0,8779,1.0112890220020736,1317,8681
1,0.01,0.0,2985,1.011864406779661,430,2950
1,0.01,0.0,2517,1.037938144329897,372,2425
1,0.01,0.0,11168,1.0133381725796207,1696,11021
1,0.01,0.0,6942,1.0115110010199622,1028,6863
1,0.01,0.0,5646,1.0085744908896035,849,5598
1,0.01,0.0,6479,1.0099766173031957,923,6415
1,0.01,0.0,7849,1.0106876126706155,1199,7766
1,0.01,0.0,5118,1.01106282101936,786,5062
1,0.01,0.0,3158,1.0099136552606331,507,3127
1,0.01,0.0,4260,1.0181644359464628,581,4184
1,0.01,0.0,1964,1.0202597402597402,296,1925
1,0.01,0.0,5403,1.0231016852868775,814,5281
1,0.01,0.0,7550,1.0124715032855036,1123,7457
1,0.01,0.0,3374,1.0190274841437632,473,3311
1,0.01,0.0,13074,1.0119195046439629,1967,12920
1,0.01,0.0,3811,1.0154543032240875,563,3753
1,0.01,0.0,4691,1.0107735401853049,730,4641
1,0.01,0.0,539,1.061023622047244,82,508
1,0.01,0.0,9527,1.0114661853699969,1366,9419
1,0.01,0.0,9096,1.0110036678892964,1359,8997
1,0.01,0.0,7722,1.0094117647058825,1151,7650
1,0.01,0.0,6965,1.010005800464037,1008,6896
1,0.01,0.0,640,1.0596026490066226,99,604
1,0.01,0.0,3574,1.0185237959532631,504,3509
1,0.01,0.0,710,1.048744460856721,108,677
1,0.01,0.0,704,1.0262390670553936,109,686
1,0.01,0.0,9625,1.013157894736842,1477,9500
1,0.01,0.0,4471,1.0115384615384615,714,4420
1,0.01,0.0,4511,1.0107550974680708,711,4463
1,0.01,0.0,8390,1.0125512913347816,1320,8286
1,0.01,0.0,4833,1.0123586091328027,732,4774
1,0.01,0.0,11791,1.0114952389122416,1844,11657
1,0.01,0.0,6677,1.0139711465451784,1003,6585
1,0.01,0.0,10659,1.0125391849529781,1511,10527
1,0.01,0.0,8858,1.0131533798467345,1370,8743
1,0.01,0.0,4450,1.0152863335614877,667,4383
1,0.01,0.0,8862,1.0103750997605747,1339,8771
1,0.01,0.0,7919,1.010721123165284,1135,7835
1,0.01,0.0,12501,1.012554673578487,1973,12346
1,0.01,0.0,2175,1.0327635327635327,315,2106
1,0.01,0.0,2943,1.0236521739130435,467,2875
1,0.01,0.0,11468,1.011733568592854,1663,11335
1,0.01,0.0,7793,1.011552440290758,1165,7704
1,0.01,0.0,3808,1.010615711252654,574,3768
1,0.01,0.0,8887,1.0083966867128107,1438,8813
1,0.01,0.0,4920,1.0092307692307692,727,4875
1,0.01,0.0,1316,1.0225330225330225,202,1287
1,0.01,0.0,4330,1.011918672587053,676,4279
1,0.01,0.0,390,1.0985915492957747,60,355
1,0.01,0.0,4179,1.0148130160271978,637,4118
1,0.01,0.0,3535,1.0088470319634704,533,3504
1,0.01,0.0,9861,1.011903540277065,1497,9745
1,0.01,0.0,7718,1.012993831211445,1091,7619
1,0.01,0.0,2920,1.0124826629680999,467,2884
1,0.01,0.0,5062,1.0089695036874626,761,5017
1,0.01,0.0,2170,1.0135450723960766,357,2141
1,0.01,0.0,6233,1.013001787745815,1010,6153
1,0.01,0.0,7290,1.0087173100871731,1097,7227
1,0.01,0.0,7916,1.013702138558074,1170,7809
1,0.01,0.0,2849,1.0138790035587188,467,2810
1,0.01,0.0,3878,1.010948905109489,572,3836
1,0.01,0.0,8629,1.009712146033232,1292,8546
1,0.01,0.0,9335,1.011047330228528,1436,9233
1,0.01,0.0,3415,1.0127520759193358,516,3372
1,0.01,0.0,7887,1.0092130518234166,1260,7815
1,0.01,0.0,7179,1.0087115357594492,1073,7117
1,0.01,0.0,8809,1.012994480220791,1359,8696
1,0.01,0.0,6504,1.0094676392984634,1008,6443
1,0.01,0.0,5741,1.0215302491103202,834,5620
1,0.01,0.0,6629,1.0095948827292112,1016,6566
1,0.01,0.0,1962,1.0202808112324493,317,1923
1,0.01,0.0,6062,1.0128654970760234,884,5985
1,0.01,0.0,5105,1.0257183041993168,761,4977
1,0.01,0.0,9714,1.0129301355578728,1406,9590
1,0.01,0.0,6667,1.011530875436201,1012,6591
1,0.01,0.0,3590,1.0104137348719393,529,3553
1,0.01,0.0,4518,1.0114170584284754,665,4467
1,0.01,0.0,8603,1.0133097762073027,1376,8490
1,0.01,0.0,10741,1.0131107338238068,1622,10602
1,0.01,0.0,3601,1.0183823529411764,501,3536
1,0.01,0.0,5162,1.0177444794952681,727,5072
1,0.01,0.0,7144,1.0118980169971672,1079,7060
1,0.01,0.0,2310,1.0289532293986636,342,2245
1,0.01,0.0,7758,1.009367681498829,1146,7686
1,0.01,0.0,9229,1.015850302696753,1377,9085
1,0.01,0.0,8171,1.0121392295305338,1240,8073
1,0.01,0.0,6578,1.0160642570281124,956,6474
1,0.01,0.0,13021,1.0107117907319723,1953,12883
1,0.01,0.0,7814,1.0083881791198865,1177,7749
1,0.01,0.0,9784,1.0095965328655454,1558,9691
1,0.01,0.0,6082,1.0096281540504648,964,6024
1,0.01,0.0,7430,1.0118480185210403,1112,7343
1,0.01,0.0,5641,1.01438590181622,871,5561
1,0.01,0.0,4417,1.0279264603211542,619,4297
1,0.01,0.0,5531,1.0171018756895918,798,5438
1,0.01,0.0,5640,1.0084033613445378,872,5593
1,0.01,0.0,5858,1.009651844191658,847,5802
1,0.01,0.0,4904,1.0132231404958678,786,4840
1,0.01,0.0,6275,1.0145513338722716,908,6185
1,0.01,0.0,9148,1.0107170478400176,1293,9051
1,0.01,0.0,5464,1.0096082779009607,835,5412
1,0.01,0.0,3450,1.0114335971855761,502,3411
1,0.01,0.0,7010,1.009940930701628,1030,6941
1,0.01,0.0,9838,1.0151687132390879,1535,9691
1,0.01,0.0,9954,1.0150928003263309,1483,9806
1,0.01,0.0,3994,1.011395289946822,590,3949
1,0.01,0.0,6787,1.0105717689100655,1026,6716
1,0.01,0.0,4676,1.0116832540025962,661,4622
1,0.01,0.0,11646,1.0101483216237315,1749,11529
1,0.01,0.0,7156,1.0105917243327214,1067,7081
1,0.01,0.0,7589,1.0124066168623265,1121,7496
1,0.01,0.0,13898,1.0116465278788762,2040,13738
1,0.01,0.0,9796,1.0119834710743802,1421,9680
1,0.01,0.0,7635,1.0139442231075697,1163,7530
1,0.01,0.0,4496,1.0112460638776428,649,4446
1,0.01,0.0,6516,1.0225988700564972,983,6372
1,0.01,0.0,12621,1.0116223148445014,1939,12476
1,0.01,0.0,5181,1.0131012905748924,785,5114
1,0.01,0.0,14444,1.0129742618696964,2158,14259
1,0.01,0.0,1768,1.025522041763341,257,1724
1,0.01,0.0,7832,1.0097988653945333,1181,7756
1,0.01,0.0,10608,1.0133740924722965,1605,10468
1,0.01,0.0,10836,1.0122372723026622,1614,10705
1,0.01,0.0,3992,1.015517679979649,560,3931
1,0.01,0.0,6218,1.018175863762895,926,6107
1,0.01,0.0,4777,1.01057753331923,700,4727
1,0.01,0.0,6685,1.0151860288534549,1029,6585
1,0.01,0.0,7110,1.0144100442288486,1031,7009
1,0.01,0.0,11323,1.014605734767025,1622,11160
1,0.01,0.0,9722,1.011865112406328,1453,9608
1,0.01,0.0,10060,1.0129896284362099,1456,9931
1,0.01,0.0,1872,1.0257534246575342,288,1825
1,0.01,0.0,3291,1.0294025649045981,506,3197
1,0.01,0.0,7796,1.0098445595854921,1161,7720
1,0.01,0.0,6546,1.0092506938020351,997,6486
1,0.01,0.0,1605,1.0216422660725653,232,1571
1,0.01,0.0,6363,1.0119274809160306,962,6288
1,0.01,0.0,9451,1.0150359789496295,1406,9311
1,0.01,0.0,8386,1.0113362276893392,1334,8292
1,0.01,0.0,7798,1.0108892921960073,1162,7714
1,0.01,0.0,3557,1.011085844229676,531,3518
1,0.01,0.0,5010,1.0149918962722853,705,4936
1,0.01,0.0,5175,1.0103475204998047,771,5122
1,0.01,0.0,14650,1.0160205284693806,2176,14419
1,0.01,0.0,7339,1.012555187637969,1066,7248
1,0.01,0.0,1931,1.0147136100893326,305,1903
1,0.01,0.0,13449,1.0138710893328307,2031,13265
1,0.01,0.0,6817,1.0105247554106136,1000,6746
1,0.01,0.0,3768,1.0230790116752648,558,3683
1,0.01,0.0,2733,1.0190156599552573,399,2682
1,0.01,0.0,5376,1.0114769520225777,795,5315
1,0.01,0.0,2803,1.025237746891002,425,2734
1,0.01,0.0,6930,1.010351363172474,1013,6859
1,0.01,0.0,2279,1.023349797934441,350,2227
1,0.01,0.0,7008,1.0116933737548723,1032,6927
1,0.01,0.0,6424,1.0127699826580483,979,6343
1,0.01,0.0,5850,1.007404856208025,896,5807
1,0.01,0.0,2809,1.0086175942549371,417,2785
1,0.01,0.0,2396,1.0148242270224481,394,2361
1,0.01,0.0,8061,1.011290929619872,1252,7971
1,0.01,0.0,4594,1.014351954073747,734,4529
1,0.01,0.0,8018,1.0123737373737374,1146,7920
1,0.01,0.0,9744,1.0102643856920683,1424,9645
1,0.01,0.0,6723,1.0178652535957609,1013,6605
1,0.01,0.0,4404,1.0093972037588814,615,4363
1,0.01,0.0,5252,1.012141067643091,794,5189
1,0.01,0.0,7545,1.0131596616087015,1088,7447
1,0.01,0.0,7276,1.01577551305319,1051,7163
1,0.01,0.0,5203,1.0104874732957856,717,5149
1,0.01,0.0,6324,1.010223642172524,940,6260
1,0.01,0.0,5961,1.0110244233378562,907,5896
1,0.01,0.0,3389,1.0146706586826348,470,3340
1,0.01,0.0,6431,1.011640711027214,940,6357
1,0.01,0.0,5251,1.025385666861941,759,5121
1,0.01,0.0,14211,1.0147814910025708,2165,14004
1,0.01,0.0,5951,1.0158757255035848,885,5858
1,0.01,0.0,3087,1.0161290322580645,479,3038
1,0.01,0.0,6710,1.0070538796337987,1060,6663
